airline_name,date,content,overall_rating
frontier-airlines,20/06/14,I flew Frontier for the first and last time this past week. I had a business trip and this was the most cost effective airline for me. First my luggage is a rolling carry on that is the appropriate size and fits in any other airline. Frontier forces you to stick it in a sized up box at the counter to be approved to get the carry on onto the flight and that is for each connecting flight. It's difficult to fit in and I noticed a few people who were charged $50 per bag to have it checked because it did not fit. I lucked out but had to go through the ordeal all over again at my connecting flight in Denver and was told my bag would not fit when it did just a few hours earlier. On my 1st flight the passenger in front was in a broken seat and the stewardess continued to scold him to pull his seat forward for landing/takeoff when he repeatedly explained to her they finally comprehended to get a maintenance person on the flight who did not even fix the seat. I could go on and on but the points above are the biggest red flags and disappointments. Each flight was worse than the previous.,
frontier-airlines,18/06/14,I never used Frontier before so I took a gamble for a weekend trip. My flight was scheduled to leave at 3.13pm. I was not told of any delay until I was at airport with bags in hand. Personnel were more concerned about the size of bags rather than telling us of a delay. We were delayed to the aircraft flying to Tampa first and coming back to Trenton. We finally got on board at 5.30 for a 5.50 departure and then were delayed as a passenger was injured trying to get onto plane. After that hour delay the captain stated that there was some issues with the plane's log so could not leave until that was fixed. Another hour passed and we finally pushed back from Gate at 8pm. We ended up sitting 15 minutes waiting for traffic to clear. We finally got in the air by 8.15pm. I have been flying for 25 years and never heard of a log book issue delaying a flight. Since we were so late had to rebook rental car and had other issues.,
frontier-airlines,18/06/14,"DFW-DEN on 6/14/2014. Arrived at airport at 4.40am to find out that our 6.10am flight was cancelled due to not having a flight crew. There was no notification of such a cancellation even when we arrived at the airport the monitors still said 'On Time'. There were over 100 people in line at the ticketing counter and only 2 agents at the desk. Hold time on the phone was over 30 mins. Frontier could not get us out that day and we had to be rescheduled for the next day. When I discussed the no notification of cancelled flight one customer relations person told me they didn't know why I didn't receive a notification later another told me that Frontier no longer does flight updates. Arrived at airport at 4.35am on 6/15/14 for 6.10am flight and there were over 50 people in line to check bags and no one showed up to work the Frontier counter until 5.00am! Received several ""textbook"" answers from Customer Relations regarding the issues with Frontier - not one seemed concerned with anything. This airline is not what it used to be.",
frontier-airlines,18/06/14,"My daughters flew from KC to Salt Lake City via Denver. They were told in Denver that they could not board after having flown from MCI until they paid additional ""baggage"" fee in the amount of $100.00 for the two small carryon bags that they had. That is one bag each. My daughters were very upset as they had little cash with them and no credit cards. This is a form of extortion as far as I am concerned. I prepaid for their flights with the understanding that this was all paid for. Why would you sell a ticket and not figure that there would be any baggage?",
frontier-airlines,16/06/14,DTW-TTN-DTW. Outbound flight was delayed by weather 4+ hours. Not Frontier's fault but once onboard we were charged $1.99 for lukewarm coffee: is it expecting too much to get freebies after such a long delay? Apparently so. But my main gripe is their carry-on policy. It appears based on our experience both ways that after a certain number of passengers have boarded they simply assume the overheads are full and require people to pay extra to check their carry-ons. This happened to us and when we stopped arguing and got on board the overheads were nowhere near full. That's a $50 hit each way.,1
frontier-airlines,16/06/14,"First time flying Frontier instead of Southwest and was very disappointed! Not only do they charge you for checking a bag but also for any carry-on and they charge you to sit with your party. The check in process is inefficient and slow the staff are not nice. Once on the flight there is a charge for any beverages and snacks but water is free! They then try and convince you to sign up for their credit card wit their on-board ""deal"" and awkwardly try and explain why it is a good idea. Will definitely be paying a little more to fly Southwest!",1
frontier-airlines,13/06/14,Cincinnati OH (CVG) - Denver CO (DEN) Jun 10 2014 F9 0735. Denver CO (DEN) - Cincinnati OH (CVG) Jun 11 2014 F9073. My first around trip flight on Frontier I was sceptical. From the moment I entered the Frontier gate area CVG to Denver flight onboard during the flight and the landing all aspects of the experience was professional. The aircraft's were clean flight crew were making every effort to accommodate the passengers. My return flight was also the same. I would utilize Frontier for my flight service and recommend to others. My one complaint was the long wait for phone service the wait was 20-25 minutes. I feel that's far too long.,10
frontier-airlines,13/06/14,Four of us travelled from Philadelphia to Cancun on May 29 2014 flight 19 at 7.15 am. I was not allowed to take my carry-on bag onto the plane unless I paid $50. My other choice was to have them check it for $25 so two of us paid additional $50 for small carry-on bags. The other couple was not charged any money for their carry-on bags with the same customer service representative. My request to speak with supervisor was ignored. The customer service personnel could not have been ruder. On return flight from Cancun to Philadelphia on June 8 2014 we did not have any charges for the same carry-on bags. I will never look at Frontier again when booking a trip.,
frontier-airlines,10/06/14,What was once a decent airline is now beyond a nightmare. The new baggage policies are ridiculous. They are taking no frills to new limits and despite the few bucks you save on the ticket price you will end up paying more than competitors in the long run after $2 water charge $50 carry on charge (for the first carry on) and have a poor experience. Customer service if you can even get it is awful. On the phone from a gate agent etc. this airline is almost primitive now. Very disappointing. I will never choose to fly with Frontier again. The one upside is that the flight attendants were courteous and professional.,1
frontier-airlines,10/06/14,May 31st 2014 from Denver to Orlando flight 678 return June 6 2014 flight 677. We booked our trip through our travel agent months before these new carry on charges went into effect. We were told we would not have to pay the extra fees. As we arrived at Denver airport and proceeded to the Frontier check in counter we were told we had to pay for our carry ons all of which could fit under the seats we explained what we were told and the check-in guy looked up our booking date and all was fine not the case at the Orlando airport on the way home. We asked for our check in bag back and since we still had 7 lbs allowed in that bag before they added another $75 we started to unpack bags and re-pack so as not to give them one dime more. Needless to say after all the rearranging which was totally unnecessary we were allowed to take our carry on bags as personal items. As I said before we did not have to use the carry on overhead compartments all the bags were so small they fit under the seats with no problem at all. After arriving at the gate we heard several stories like ours. There were so many upset people saying they will never fly Frontier again. It's not just about the money but it's about how you are treated.,1
frontier-airlines,06/06/14,Achieved what they offered. TTN-RSW. First flight out. On time boarding departure and landing (a few minutes early). Crowded plane and they checked the size of my personal item 2x. I had to take out a few items (stuffed in my pocket to make it fit) but overall uneventful journey. I can't speak for service as I slept the entire flight and deboarding was uneventful. I faintly remember the offer for water. Seat pitch normal - I didn't pre-assign seat so was in 2nd to last row but had an empty seat next to me. I'm aware Frontier gets a bad-rap due to its fees but if you know what you are getting into I don't see the issue as it is still cheaper vs flying/parking at PHL or EWR for same route.,8
frontier-airlines,05/06/14,Flt 232 from Denver to Nashville 06/04. The ticket was not much cheaper than on Southwest. My computer travel system booked it because it was cheaper but it did not figure in the extra $20 for a checked bag and $30 for the carry on bag. Then they charged for a drink and snack! Charged for watching TV yes you have to use your own phone ipad or laptop but it is free. Plus if you want to select you seat in advance it is from $8 to $15 extra. This will be the last time I fly on Frontier.,3
frontier-airlines,29/05/14,"After a revolting experience on a Frontier Flight from MCO to DEN we bit the bullet and flew DEN to SLC May 21 (noon). What a difference! Wonderful stewards on board friendly helpful welcoming. Still cannot believe how rude people are when told that their huge bag cannot fit in the overhead just check the damn thing! Saves a few dollars boarding time too but it is funny to watch people unpacking their overhead bag and trying to put all items in their large ""handbag"" then try to hide their now just as big handbag.",8
frontier-airlines,26/05/14,I've flown from Harrisburg PA to Orlando FL and back a few times in the past year. Most of the time it was a good experience. One flight which I booked way in advance in the snow season had more than 3 hour delay and I would have missed my appointment so there was no longer a need to fly. I got a refund for which I was thankful. One flight had comedian flight attendants giving the on board preflight information (buckle up etc) that were actually funny. All flights were nonstop from PA to FL which was so nice. The rates were great for an average wage earner like me which was my main reason for choosing Frontier. Now I'm booking 3 tickets for my family and my total bill will be less than I would pay for one ticket with the other major airline flying out of MDT.,9
frontier-airlines,26/05/14,Scheduled to fly Frontier 902 ATL to TTN today. Flight canceled without notification or explanation. Next flight offering to TTN was in 5 days! Frontier refused to assist with rebooking on an alternate airline. Offered only refund or hotel voucher. Customer service offered no other assistance. I was left on my own to book same day out of ATL on Memorial holiday (to PHL requiring trains and cab to reach my car at TTN airport). Very expensive out-of-pocket.,
frontier-airlines,25/05/14,Arrived at airport 2.5 hours before flight. No one was at the ticket counter despite a line of about 50 people. Shorter line of about 12 at Kiosk but they were having trouble so the line was slow. After finally getting to the kiosk had trouble getting it to work. (Like the others before me.) When it finally did start working I started pressing the continues until I realised that I had just input that I had no carry on. No way to back up so I printed the ticket and got in the line waiting for the ticket counter. After I finally got through all this I got to the gate just in time to board. Never again.,1
frontier-airlines,25/05/14,Booked a cruise for the family in Alaska and we were hoping to fly Frontier from ATL to AK but when we got to the airport the airline said flight was delayed for 3 hours. Not a big deal but since we were connected through Denver we would miss our connecting flight. Also happens before not a big deal. The big deal was we would have to lay over in Denver for 2 days. We ended up being able to book a flight on Delta for twice as much and now the nightmare of trying to find out how to get linked up with our ship. Airline was very rude dismissive and well trained in saying sorry. Which is appropriate since this airline is very very sorry all around. Great to book if you don't care much about getting to your destination. Also don't be fooled by the prices. They charge you for both your checked and carry on luggage. They are a complete waste of time and money.,1
frontier-airlines,24/05/14,I have flown this airline many times. I saw all the bad reviews and thought while everyone vents when they are frustrated very few take the time to praise when they are satisfied. So here is a satisfied customer. My one wish would be service to Boston or Manchester.,10
frontier-airlines,24/05/14,They cancelled our flight from Orlando to Wilmington at the last minute saying the plane did not ever leave Denver. They said maybe they could get us on a flight in 3 days! They would not help even help us find another airline to fly. They just gave us a business card with a 1-800-432-1359 number on it. This had a 67 minute wait time. We had to pay top dollar at US Air to get to a city close to Wilmington.,1
frontier-airlines,23/05/14,Hands down worst customer service of any airline/company. I first attempted to call their customer service line to resolve my problem and everytime I called there was a 45+ minute wait so I emailed instead. Keep in mind it takes them 3-4 days to respond to emails (which I find unacceptable) so I tried to work it out with them for a few weeks. Following my initial complaint the customer service rep went in and deleted all my airline miles I had accumulated seeing as how my initial contact with them was resolving and issue on using them. Second they didn't even bother to tell me they deleted the miles they tried to play me for being ignorant and said I had no miles. Three weeks of battling with them they have restored part of my points and refuse to assist with my initial issue of using the points. Absolutely worst customer service ever!,1
frontier-airlines,21/05/14,We will not fly with Frontier again. After having paid for tickets for our trip to Costa Rica months in advance we were informed at the gate that our flight was delayed but the check in agent said that we should still be able to make our connecting flight through Denver. So we check our bags ($50 for 2) and go through security. Upon arrival at the gate we were told that we would arrive in Denver at 11:55 p.m. which was the departure time for our connecting flight to Costa Rica. We asked if they would be able to hold the plan for 10 minutes so that we and the 3-4 other passengers who were in the same situation could make the flight. The gate agent said that she had called the staff in Denver and they refused to hold the flight as it would further increase delays. Frustrated we asked to be put on the next flight hoping we could leave the following day at the latest but she told us that the next flight with available seats was in 6 days. We asked to speak to her manager who essentially said that out options were to wait six days or that she could (reluctantly) refund us for the cost of our original flight and book a new flight through a different airline. We had to research flights on our own as they had no intentions of helping us secure seats on a new flight. We ended up paying an additional $400 to book last minute tickets on American Airlines waiting for her to process our refund and get our mailing address to send our checked baggage fee back to us via mail and then rushing to the next terminal to go through security again and catch our flight. Ultimately we paid more than we would have if we'd just booked through American months ago. Plus the lack of customer service or care regarding out situation was infuriating. We are waiting for our flight to Costa Rica as I type this and just praying that they successfully rerouted our bags. Overall a terrible first experience with this airline and we didn't even make it on the plane.,1
frontier-airlines,20/05/14,I don't understand the negative reviews. Seating was good. Comfortable seats didn't feel crowded. Entertainment for $4 you get to watch Direct TV. It is free until the flight takes off. If you are really concerned about $4 then I don't know what to say. There were about 30 channels available.,9
frontier-airlines,20/05/14,Our flight from Seattle to Branson and back was the worst experience ever. I felt at each terminal that it was their first day in business and they had not worked the bugs out of the system. All the employees seem to be angry about something poor morale and no idea of what customer service is all about. The only good thing about this trip was leaving the Branson airport my wife and I arrived there early no Frontier people there however a Southwest agent checked us in and we had absolutely no problems.,
frontier-airlines,20/05/14,MCO to DEN on May 13. I am on crutches and found staff from other airlines to be wonderful helping me but not this time. The stewardess at the front of the plane was the most miserable and unhelpful person I have come across. I don't know why she was even there - a road cone is more useful than she was. She just stood there glaring at everyone that boarded with her arms folded not attempting to help anyone. Abruptly told me to out my crutches in the overhead not attempting to help me do so. The only time she did anything was to miserably ask what people wanted to drink or eat. She was more than annoyed that she had to do anything as it disturbed her gameplay on her phone.,
frontier-airlines,12/05/14,Frontier was delayed 120 minutes from new Orleans to Denver for weather in Denver. We were informed all our connecting flights would be delayed and that we would make our connections not to worry. Upon arriving in Denver many passenger's as well as myself learned our flight connections had left. Many appeared to have been delayed 10 minutes or so clearly not inline with the info provided by new Orleans staff Frontier offered to put me on another flight at 4pm the following day and we could sleep in the airport. No other options nor recommendations for other airlines were provided. My husband searched with me and we purchased a one way ticket from Denver to Salt Lake to get home that night. My family will do whatever we can in the future not to fly Frontier Airlines.,
frontier-airlines,10/05/14,After reading all of the negative comments on this site I wanted to give some positive information. Most people only write a review when they are unhappy and don't take the time when it is a good experience. We flew from Milwaukee to Denver and then Las Vegas. Everything went very smoothly. All flights were on time. If you don't take time to read all of the rules then be prepared for being unhappy. I checked out everything beforehand and didn't have any surprises. The nice thing about the carry on bag requirement is that it eliminates people from bringing hugs bags on and trying to stuff them in the overhead bins. By limiting this and have the airline actually follow the rules they have makes for everyone getting on the plane and seated so much faster.,8
frontier-airlines,06/05/14,"I chose to fly with Frontier because of their low prices. I was not aware that this meant I was sacrificing any type of customer service. I booked a flight from CVG I had not received the online check in email and was not at a place where I had access to a printer so thought it would be easy enough to check in at the counter. This was incorrect there was no kiosk and the line was quite long with several people ahead of me checking bags. Although it was not mentioned in any of my emails Frontier seems to have a strict policy that they will not check you in if your flight is 45 mins or less to boarding. Although we were all in line within this time frame due to the slow movement several of us were not at the counter 45 minutes before our flight. This was handled by one lady looking up at us and saying ""no they are cut off"" and no more. We were all very confused and asked what was going on we needed to check in and she ignored us. There were 3 people at the counter and four in line but they would not respond to us at all just completely ignored us and would not explain what was going on until a fourth attendant came up and asked how she could help. This is a frustrating experience no matter what but to just be ignored like that was one of the rudest ways these staff members could have handled it. I do not plan to continue to fly with Frontier even if does save me a few dollars because people should not be treated that way.",1
frontier-airlines,05/05/14,"I will never fly with Frontier again. I was in a rush trying to find flights to make it back home before my grandfather passed away and found some tickets through Orbitz. We were supposed to fly out the next morning at 6.15am. I checked in early online and printed out boarding passes. When we got to MSP we were an hour early. There was no one at the bag check counter so we proceeded to go through security and were told our passes didn't work. We were directed back to the counter to get new passes but by this point we were beyond the 45 minute window and couldn't speak to anyone. While I was on the phone with Frontier explaining what happened they said we had to pay the $100 fee per person to get our flight changed to the next available flight. As I was on the phone they came on the intercom calling our names but we couldn't get through security. We then spent 8 hours in front of the baggage check before we could check our bags and go through security. After being nickled and dimed for every fee they could possibly come up with they have the nerve to say ""you booked on a third party website and can't sit together"".",
frontier-airlines,01/05/14,"I do not plan on flying Frontier again. Cannot confirm seats prior to check-in unless you pay however no one explains this. Thus my husband 3 year old and I were all seated in different parts of the plane. Even when I paid to check in early on my return we still were separated. Everything is an additional charge. I would rather pay one price and know that I can have a confirmed seat can carry on a bag and can have one cold beverage on my flight. Flight attendants sit in the back of the plane and read a book. Not sure what the point is in having them. I booked with Amex points (a ""third party"") thus carry on luggage is extra. Pretty much everyone in our line had booked through a ""third party"" so we were all in the same boat. They make everyone have their carry on bag measured which was one of the most ridiculous things I have ever seen. This created chaos in the waiting area as multiple lines had formed and half the people didn't know what was going on.",
frontier-airlines,28/04/14,We left from Omaha and after checking in going through security and getting to our gate we were told to wait in line to put our carry ons and personal items in a slot to see if we would be charged. Very rude same thing happened changing plans in Denver. Leaving Las Vegas at 6.30am told to pay $50 for carry-on I said we didn't on the way out and she said we are a 3rd party and that is how it goes. Wait through a very long security line sit down and again they told us to wait in a very long line to check to see if everyone's carry-on fitted into the slot. I have MS and lines and standing are not the best for me but myself and my husband do what we are told. Never once was there a problem. Staff were not friendly. I travel 12 to 15 times a year for work and have never had to do any of this. Then they come through with the snack and beverage cart and tell you sorry your drink is $1.99. We have never been treated like lower class on any flight business or pleasure. I can assure you we will not save $20 for a flight and go through Frontier ever again. I know everyone wants cut backs but they may want to look at customer service.,
frontier-airlines,28/04/14,"Never mind how 100% of everything (drinks food checking baggage) is ""available for a fee"" I understand that is a way to save me some money. What makes this airline the worst experience I have ever had traveling is the fact my flight was delayed - I understand that happens - but that made it so they could not get me on my connecting flight home. They cannot get another flight on their airline for another 2 days. They refuse to help me at the desk I call their customer service line on my own personal phone which took several hours for them to tell me they will not help me get on another airline. I have to stay at the airport for 2 days. Not even an upgraded seat. I saved a little money on Frontier tickets and they are costing me hundreds of dollars. I will never consider giving them my business again.",
frontier-airlines,22/04/14,Poor inflexible service. If you don't have your boarding pass printed before you get to the airport you might miss your flight. Their machine shut off 45 min before the flight and they don't staff their counters. 30 min on the phone and they were still inflexible. Couldn't rebook flight until 4 days out. Don't use this airline.,
frontier-airlines,21/04/14,SEA to OKC round trip 4/10/2014 coming home on 4/14. I made sure I checked all their rules checked one golf bag online saved 5 dollars each way. Plane was not as clean as would like. Just an uneventful trip with no snags. the Denver to SEA connection was very close time wise. If you do your homework and plan you can save money flying with them. I would fly them again.,5
frontier-airlines,15/04/14,My wife and I flew from SEATAC to Midway near Chicago with a stop in Denver. This was round-trip so there were four flights in all. Not one flight left on time. You would think the law of probably would ensure that at least one flight would be on schedule but that was not so. We flew classic plus so we had one free checked bag one free carry-on and a free drink during the flight. I feel sorry for those that had to pay for those things. When did we have to start paying extra for customer service? Since you have to pay extra for everything everybody tries to make all their luggage carry-on. This slowed down the boarding process and only made the whole experience worse. Everything but the seat you were sitting in was extra and it seems that if federal guidelines would allow them to pack more people onto a plane by doing away with the seats they would do that too! The flight attendants were courteous to your face but since we sat in the front right next to them we could overhear them talking about passengers in the back and previous passengers on other flights. Very unprofessional. I would not recommend this airline to anyone expecting a decent experience. If you don't mind being treated like you are cattle being led to slaughter then this airline is for you. I wouldn't fly Frontier again no matter how low the fare is.,4
frontier-airlines,13/04/14,I fly all the time and try to fly Frontier if at all possible that is until tonight. I won't be flying them anymore. Flying Denver to Kansas City originally leaving at 7.15. After three gate changes our flight is delayed over 2 hours. Funny thing is there is a later Frontier flight flying to Kansas City and they are boarding now. Everyone is asking why Frontier wouldn't switch planes so earlier flight could leave first. We aren't only people affected either Frontier is moving everyone gate to gate and there are delays galore.,3
frontier-airlines,07/04/14,I fly a lot for business and must check a bag for tools. My selected seats (non premium) were rejected at check in and random seats were assigned. I expected baggage fees for checked baggage but my briefcase was large enough to qualify as a carry on instead of a personal item. Sizing explanation was not available until the rate increased from $50 to $100. Random seat assignment always means middle seat assignment. My return flight was not as booked but this may be my travel agent. By the time all of the surprise fees were added I could have flown another carrier for less. They would be better named hidden fee or bait and switch airlines. Alaska Delta and United would be better choices for routes in the Northwest and West. I didn't eat or drink on the flight but n/a is not a review option so I chose no opinion. The flight crew was professional and genial the check in staff was bright and chipper but unhelpful.,2
frontier-airlines,30/03/14,Flew PHX-DEN on 3/27 for $90 a person during spring break. Flight was on time boarding quick and organized except for the carry on bag size check which was very unorganized at boarding. Flight attendants gave out water for free and on a 1.5 hr flight food and drink purchases weren't needed. Checked bag was out before we even got to the baggage claim belt. All in all a very positive experience and highly recommend Frontier.,9
frontier-airlines,30/03/14,I was penalized because I booked my flight through Orbitz. I had to pay for seats - $8 a piece so that I could sit with my kids. The airlines nickel and dimes you - you pay to carry on or to check a bag. I ended up paying $80 each direction to check 4 bags for my family. Then they give you no beverages for free on the flight - a 4hr flight and you have to pay $2 for a coffee or soda! Finally - their computer system could not let us check in online - because my husband and son share the same full name - one is Jr the other is III. I have never had a problem with this on any other airline. Frontier told me I should have booked their tickets separately.,
frontier-airlines,30/03/14,Denver-Orlando and return: March 18-24 (FFT678/FFT681). If you know what you are getting into with this airline it's not half bad. I researched and knew Frontier charges for carry-ons if you don't meet the requirements or book a fare on their website so I made sure to bring a proper sized bag and got on no problem. I do the same thing when I fly Spirit. The customer service wasn't very good in Denver but once on the plane the flight attendants were very nice and helpful especially when my TV broke and the customer service in Orlando was noticeably better. The flight on the way out was delayed due to snow and wind but I can't fault Frontier. Overall an enjoyable experience and considering they have TV (yes they charge but so do most others) I did my research and they were nearly $200 cheaper than the nearest non-stop competitor I would certainly would continue flying them again.,7
frontier-airlines,29/03/14,Des Moines to Las Vegas March 24 2014 and return on March 27 2014. One of the legs was flight 782 on March 27th. They reel you in with a low fare and then nickel and dime you to death. As a business traveler I'll steer clear of this airline from this point forward.,2
frontier-airlines,28/03/14,"Flight 667 March 7 2014 Cleveland to San Francisco. My 19 year old daughter booked a flight in early March and had two small carry on bags. When she checked in no one at Frontier mentioned anything about a charge for a second carry on. When she got to the gate they told her she needed to pay $100 for the second carry on. She offered to check-in the second small bag and was told ""no we have to charge you $100."" She ended up having to check the bag anyway but they still charged her $100.",
frontier-airlines,27/03/14,I flew from Denver to San Diego on 8.59pm flight. We did not board until 9.20pm and started to taxi but returned to the gate due to the plane had a malfunction with one engine. We didn't taxi for another 20 minutes which all of this caused a serious delay! All of these events seemed to be a disorganization on Frontiers' behalf. After all of this confusion and frustration Frontier employees acted as if they did passengers a favor. No compensation was awarded i.e. beverages or anything. On top of this distraction I landed late causing my rental car reservation to be cancelled and had to barter with taxi drivers for transportation to my hotel. As far as I'm concerned this airline has the worst customer service bar none!,2
frontier-airlines,18/03/14,I have flown Frontier before and thought that for the price it was a good option. However I suppose it had been longer than I remember since I experienced Frontier. I was told that my carry on was too big (I have taken it on every flight for years including Frontier) and that I had to check it. Then I was told that whether I checked the bag or carried it on that I would be charged an extra fee! I specifically travel light to avoid fees and baggage mix ups. I actually drive an extra hour to get to an airport that includes Frontier so that I can get a good deal. Never again. I hate to say this as I am a working person myself and don't quickly complain about service but unfortunately the Frontier employees were plain rude. I can almost overlook this since I would be frustrated with all the angry customers if I had to deal with them too. Frontier doesn't seem to care about the passengers anymore.,1
frontier-airlines,17/03/14,March 3 2014 ‰ÛÒ Flight F9 395 ILG‰ÛÒDEN. March 5 2014 ‰ÛÒ Flight F9 396 DEN‰ÛÒILG. Thank you Frontier for my recent ILG‰ÛÒDEN flight coincidently on the Alberta Clipper and Polar Bear tail ID. The New Castle (Wilmington DE) Airport was pretty much the only game in town during the March 3 snowstorm. Nearby Philadelphia Airport was all but closed. This was true for earlier snowstorms too. Our flight was delayed about an hour due to de-icing issues not the airline‰Ûªs fault. This little airport has all the charm of a Soviet-era military installation but I‰Ûªll gladly forego shopping mall ambience for short lines free parking easy access and cheap flights. I carried-on so can't comment on baggage. Service was comparable to other low-cost domestic carriers. Return DEN-ILG was delayed about 20 minutes. Their Mediterranean Sky Snacks Box was purchased for $7 and it was ample tasty and good value for money.,7
frontier-airlines,13/03/14,I used to be a big fan of Frontier but no more. Three of us travelled from DFW to SLC for spring break. Much to my surprise I was not allowed to take my carry-on bag onto the plane unless I paid $100. My other choice was to have them check it for $35 more than if I had checked it in initially. The gate personnel could not have been ruder. I will never look at Frontier again when booking a trip.,
frontier-airlines,11/03/14,My husband lives in Chicago and I live in the Northeast. One of us flies every two weeks. We use Frontier on a regular basis and while I think they can improve on the carry on bag size checking process other than that we've both been more than impressed with the low fares and clean safe planes. The flight crew are funny and make the trip seem quick.,9
frontier-airlines,10/03/14,This was my first and last flight with Frontier. We arrived at DIA with plenty enough time to drop off our bags and make it in time to the gate for departure. However when we tried to print our already completed boarding passes and drop off our bags the computer directed us to go directly to the gate. The only option we were given was to re-book a later flight at a cost of $100 per person (5). We were not treated properly and can only anticipate how we will be treated once we actually get on the next flight. I already do not like the cost to pick a seat and the cost to bring luggage and will try to stick with Southwest for future flights. Judging from the other posts it is clear Frontier has a serious PR problem and doesn't care about customer service.,
frontier-airlines,04/03/14,"2013 Christmas Vacation from Atlanta Georgia to Trenton New Jersey. I found a ticket within my budget and booking the ticket was easy. Boarding was done quickly and very organized. The stewardesses were kind and very helpful to passengers. The only difficulty I experienced was with the ticket checker upon boarding in Atlanta after I learned that my bag wasn't within standard regulations to be a carry on. This one young lady was very rude and short with me. She took no time at all to explain to me the steps that I needed to take to secure my bag from the gate. Her only reply was ""You're not getting on this plane."" I was quite taken back by her rudeness. However as quickly as she had insulted me another young lady at the desk came to my rescue and she was very helpful and polite. I was able to check my bag and board my flight without further incident. The plane was clean and the flight was quiet and friendly.",10
frontier-airlines,27/02/14,My husband and I got to the airport to discover that the flight had been delayed 10 hours. There was only one person behind the desk to re-route an entire plane of people. We got in line and the line had barely moved in 2 hours. I called Frontier was told that the next time we could get out to our destination was 5 days from then. I then went to the American Airlines counter-they said if Frontier was willing to release the first half of our tickets they would be glad to honor them. I called Frontier and they refused. When I tried to reschedule the return date for 5 days later the agent said they would do that but we would have to pay 100$ each for a rebooking fee. Everyone in line had horror stories about Frontier.,
frontier-airlines,26/02/14,Orlando to Denver. First and last time I will fly with Frontier. Very rude and disrespectful flight attendants. They were the most unprofessional crew I have seen. They treated everybody like they were doing them a favor. They simply don't realize that customers pay their wages. It's just not worth it.,
frontier-airlines,20/02/14,This was my first and last experience with Frontier Airlines. I bought my ticket not directly from Frontier Airlines and found they treat these tickets as if you are an inferior customer. I paid to check in my luggage and not one word was mentioned about my carry on I proceeded to the gate and was told I had to pay $100 to get on with my carry on bag. I travel often and have never had to pay for a carry on. The gate agent had terrible customer service and when I finally made it on the plane everyone around me was also complaining about the horrible customer service.,
frontier-airlines,19/02/14,The first time I have used Frontier and it will be the last. Everything was fine until I was boarding and then they said that my ticket didn't say carry on.I had to walk to the check in desk which was about 20 feet away and tell them. This is when I was told that I needed to pay $100. After that shock and paying the money they then told me to carry my bag and go ahead and get on the plane. On my return flight I made sure that I told the check in attendant that I had a carry on and needed to have it on my ticket so I wouldn't have to pay 100 more dollars. She then said my bag was too big and would have to be checked. I have used this bag for many flights and never has it been to big for carry on. It is the standard size approved for airline carry on. Worst airline I have flown.,
frontier-airlines,17/02/14,Our flight was cancelled due to the recent snow was told since we didn't buy our ticket from them we have no travel options to get rebooked. Now on my 3rd day of standby. Everyone I have dealt with has been rude and gives conflicting advice. We were offered another flight in a week or money back. Problem is this is a family vacation now with lost rental car lost ski condo etc. no offer to switch airlines or rebook as things settled out from storm. No offers to get others to give up their seats. Never seen anything like it.,
frontier-airlines,13/02/14,Flight 668 and 678 on Feb 4 2014. Tries to charge you for every little thing. Who ever heard of charging for carry-on baggage? As if it costs them anything for me to drag on my own suitcase hoist it up to the overhead compartment and then lug it back down! Why do they charge so I can pick my seats? $1.95 for a Coke? There was no airsick bag when I started feeling nauseous. Luckily the stewardess got a plastic bag to me on time but how many times does someone have to wait 5-10 minutes for a stewardess to show up and no one does? Finally they spend half the flight trying to get me to buy a frequent flyer credit card. I'd rather drive.,
frontier-airlines,10/02/14,I wish I had read these before booking. We booked our flight through another site so had to pay for bags (the only way we knew about the flight was because of the other site you would think they would be glad for the business) travelled with children could not sit together ended up in middle seats throughout the plane. We arrived at our initial airport on time but the incoming flight was late so we got in late to Denver they let us off the plane to try to make it we ran to the gate to be told (with 10 other passengers) that they released the plane. We were four minutes late apparently that was the one flight that could not be late we were trying to make a reception that night in SLC so had few other options. Customer service was the worst I have experienced in 40+years several different people sat at the counters without acknowledging customers when they did talk to us they were extremely rude acted inconvenienced by customers. We've flown 4 airlines this year this was our first and last for Frontier. Awful not worth the cheap tickets we got nickel and dimed and treated unprofessionally.,1
frontier-airlines,07/02/14,"I caught a Frontier Airlines flight from San Francisco to Denver CO then from Denver to Cincinnati on Feb 5th 2014. The airfare is reasonable but I was surprised to learn that you cannot choose a seat in advance I was charged $50 for a carryon luggage plus another $25 for a ""preferred seat"". The agent at the gate later explained to me that I had a ""basic"" ticket which does not afford passengers with similar benefits than those who book their flights through Frontier AL website. Another surprise is they charge passengers to watch onboard Direct TV ($5.95) plus $1.95/standard beverage such as Pepsi products coffee etc.",
frontier-airlines,05/02/14,Another awful experience by this the worst of US carriers. Flew IAH-DEN one way only good part was that the ticket was cheap and flight left on time. Previous flights all delayed by at least an hour. Crew were surly and rude and didn't want to be there. One attendant barked at passengers to not put bags in the overhead unless it was their row (never heard that before). Another yelled at me for keeping my Iphone on during taxiing which is allowed by every other airline now (TSA/FAA have change the rules). Worst part is they charge you for a can of soda ($2) and make a big deal about giving you the whole can!,1
